gene	Badami_LB_400CH_Clone14	Badami_LB_400CH_Clone15	Badami_LB_400CH_Clone16	Badami_LB_800CH_Clone14	Badami_LB_800CH_Clone15	Badami_LB_800CH_Clone16	Bergeron_LB_400CH_Clone10	Bergeron_LB_400CH_Clone8	Bergeron_LB_400CH_Clone9	Bergeron_LB_800CH_Clone10	Bergeron_LB_800CH_Clone8	Bergeron_LB_800CH_Clone9
Prupe.7G181000.v2.1	1108	1592	1374	1342	1523	1855	750	1305	1031	697	1403	1599
Prupe.7G181100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G181200.v2.1	487	1174	1195	688	935	1053	638	1086	946	225	774	747
Prupe.7G181300.v2.1	37	41	55	87	92	97	43	21	20	47	34	33
Prupe.7G181400.v2.1	26	43	39	14	10	20	6	14	14	5	594	704
Prupe.7G181500.v2.1	69	153	150	262	361	318	96	114	152	245	1016	760
Prupe.7G181600.v2.1	191	237	196	206	205	259	156	225	145	57	66	120
Prupe.7G181700.v2.1	752	1001	929	678	725	828	526	730	600	355	540	507
Prupe.7G181800.v2.1	633	1268	1097	799	896	1071	876	1039	955	555	1133	1184
Prupe.7G181900.v2.1	2	1	0	0	1	0	0	0	1	0	0	0
Prupe.7G182000.v2.1	33	50	55	33	28	42	22	67	54	9	16	69
Prupe.7G182100.v2.1	475	717	661	422	479	557	434	505	439	285	306	393
Prupe.7G182200.v2.1	2	0	0	1	0	0	2	0	0	0	3	2
Prupe.7G182300.v2.1	0	1	2	0	0	1	1	0	2	0	2	1
Prupe.7G182400.v2.1	7	3	6	5	1	6	1	10	9	0	5	7
Prupe.7G182500.v2.1	2	3	6	1	2	9	0	6	12	0	7	7
Prupe.7G182600.v2.1	3	6	1	2	7	2	1	10	6	3	12	8
Prupe.7G182700.v2.1	4494	4554	3984	4740	4038	4804	4332	3319	3209	3824	4032	4190
Prupe.7G182800.v2.1	7196	9897	8616	7112	7390	9082	7006	6825	6325	3619	5323	6312
Prupe.7G182900.v2.1	24	68	70	66	84	126	23	42	43	17	65	80
Prupe.7G183000.v2.1	77	94	107	55	59	96	62	72	89	16	273	400
Prupe.7G183100.v2.1	96	170	188	201	269	300	62	106	92	30	83	113
Prupe.7G183200.v2.1	608	1032	1817	1691	1814	1667	676	810	1352	355	1677	1420
Prupe.7G183300.v2.1	189	239	196	262	226	352	185	193	152	70	77	109
Prupe.7G183400.v2.1	125	205	198	140	152	196	144	169	124	95	116	130
Prupe.7G183500.v2.1	224	463	423	513	607	707	200	347	296	197	528	506
Prupe.7G183600.v2.1	444	576	468	316	341	382	465	510	357	404	470	612
Prupe.7G183700.v2.1	624	825	688	409	473	562	574	680	583	312	491	556
Prupe.7G183800.v2.1	226	628	575	284	412	515	300	447	509	169	557	504
Prupe.7G183900.v2.1	39	42	43	34	37	39	56	54	55	48	38	28
Prupe.7G184000.v2.1	100	218	192	138	187	192	107	206	181	60	200	243
Prupe.7G184100.v2.1	0	3	2	2	0	4	0	0	2	1	1	1
Prupe.7G184200.v2.1	9	36	20	11	17	18	23	57	34	7	19	25
Prupe.7G184300.v2.1	2	13	19	10	19	19	9	20	8	1	11	12
Prupe.7G184400.v2.1	1159	2213	2386	3117	3434	3758	1387	2015	1744	875	1594	1157
Prupe.7G184500.v2.1	2	2	11	5	6	10	4	4	4	2	4	7
Prupe.7G184600.v2.1	13	60	49	26	48	43	46	52	45	3	40	27
Prupe.7G184700.v2.1	0	2	0	1	2	3	0	0	0	0	0	0
Prupe.7G184800.v2.1	0	1	0	0	0	0	1	0	0	0	0	0
Prupe.7G184900.v2.1	1	0	1	0	2	0	4	1	3	1	1	2
Prupe.7G185000.v2.1	312	742	765	474	715	766	509	950	748	423	955	835
Prupe.7G185100.v2.1	394	644	694	636	969	882	407	591	488	205	568	640
Prupe.7G185200.v2.1	94	203	258	184	263	305	104	158	71	60	145	132
Prupe.7G185300.v2.1	301	485	469	347	459	512	239	349	284	196	449	610
Prupe.7G185400.v2.1	524	949	1573	1313	1424	1355	955	1188	2062	637	1225	1256
Prupe.7G185500.v2.1	233	275	129	175	241	286	266	275	95	357	242	322
Prupe.7G185600.v2.1	463	901	880	568	681	782	611	970	879	288	653	666
Prupe.7G185700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G185800.v2.1	0	0	0	0	1	0	2	1	0	0	1	2
Prupe.7G185900.v2.1	291	433	403	487	458	627	240	327	234	82	217	257
Prupe.7G186000.v2.1	2	3	1	1	1	0	1	2	1	3	0	4
Prupe.7G186100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G186200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G186300.v2.1	260	564	556	385	490	514	377	541	598	184	388	423
Prupe.7G186400.v2.1	600	1377	1469	1033	1285	1635	777	1210	1071	401	1122	1028
Prupe.7G186500.v2.1	23	40	55	31	33	31	20	40	32	12	29	23
Prupe.7G186600.v2.1	110	133	106	60	84	94	168	186	134	102	160	182
Prupe.7G186700.v2.1	80	125	115	104	88	87	70	78	55	24	75	64
Prupe.7G186800.v2.1	550	910	903	650	802	908	481	854	620	284	512	540
Prupe.7G186900.v2.1	361	417	342	352	330	429	276	393	285	376	503	473
Prupe.7G187000.v2.1	145	274	167	161	188	262	161	466	173	54	455	649
Prupe.7G187100.v2.1	0	5	0	0	2	2	5	6	3	0	4	6
Prupe.7G187200.v2.1	0	1	1	4	3	4	1	0	0	0	2	1
Prupe.7G187300.v2.1	0	0	1	1	2	0	0	1	0	1	2	1
Prupe.7G187400.v2.1	1	5	4	0	1	3	2	2	4	1	1	2
Prupe.7G187500.v2.1	279	385	358	613	599	673	206	353	275	116	407	512
Prupe.7G187600.v2.1	1090	1642	2724	2348	2472	2081	1281	1357	2316	967	2553	2349
Prupe.7G187700.v2.1	2	2	0	1	3	2	5	0	5	6	5	9
Prupe.7G187800.v2.1	176	296	392	242	315	327	137	247	299	119	280	260
Prupe.7G187900.v2.1	644	984	1066	925	985	1086	662	757	890	323	704	663
Prupe.7G188000.v2.1	129	185	172	105	138	169	138	132	86	63	65	87
Prupe.7G188100.v2.1	245	589	591	323	362	498	227	484	394	111	499	543
Prupe.7G188200.v2.1	0	1	1	2	4	2	1	3	0	10	2	7
Prupe.7G188300.v2.1	2	4	3	5	9	0	4	6	3	1	4	4
Prupe.7G188400.v2.1	33	88	74	72	78	123	58	65	55	46	113	189
Prupe.7G188500.v2.1	444	608	490	223	317	404	381	610	394	426	389	418
Prupe.7G188600.v2.1	312	394	358	296	336	430	257	321	286	234	349	383
Prupe.7G188700.v2.1	12	43	41	89	98	114	11	26	27	7	19	22
Prupe.7G188800.v2.1	71	143	124	300	336	412	92	157	117	114	328	450
Prupe.7G188900.v2.1	530	801	937	1130	1228	1346	607	1118	866	307	735	957
Prupe.7G189000.v2.1	177	265	287	167	192	218	155	248	169	45	93	134
Prupe.7G189100.v2.1	737	1237	1122	715	753	959	913	1120	1012	358	745	944
Prupe.7G189200.v2.1	1456	2681	2678	2304	2710	3243	1589	2081	1903	1230	2764	3469
Prupe.7G189300.v2.1	282	551	562	473	593	670	367	590	472	343	549	675
Prupe.7G189400.v2.1	208	378	257	230	298	388	198	443	237	84	386	580
Prupe.7G189500.v2.1	1157	2248	2448	2292	2893	3306	1619	2814	2003	1030	2426	2080
Prupe.7G189600.v2.1	21	14	21	16	23	10	15	19	23	22	64	80
Prupe.7G189700.v2.1	281	468	528	442	547	639	305	458	392	217	353	388
Prupe.7G189800.v2.1	410	648	605	555	796	710	750	886	718	2022	3495	2712
Prupe.7G189900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G190000.v2.1	0	0	0	0	0	0	0	0	0	0	4	4
Prupe.7G190100.v2.1	0	0	0	0	1	0	0	0	1	1	0	2
Prupe.7G190200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G190300.v2.1	691	964	1259	1940	1451	1332	831	1129	1773	310	1349	1944
Prupe.7G190400.v2.1	390	537	452	336	376	465	175	257	142	12	69	57
Prupe.7G190500.v2.1	1	1	1	15	6	7	5	1	1	4	0	3
Prupe.7G190600.v2.1	0	2	0	0	0	0	0	0	0	0	0	1
Prupe.7G190700.v2.1	0	1	0	0	0	0	0	0	0	0	0	0
Prupe.7G190800.v2.1	66	152	187	77	151	141	74	123	109	21	107	100
Prupe.7G190900.v2.1	656	1265	1321	940	1177	1349	800	1537	1046	390	797	839
Prupe.7G191000.v2.1	968	1709	1855	1239	1606	1759	1100	1707	1451	781	1703	1559
Prupe.7G191100.v2.1	26	51	59	49	46	61	23	80	47	13	99	93
Prupe.7G191200.v2.1	135	195	174	160	189	237	112	180	104	151	157	195
Prupe.7G191300.v2.1	0	0	1	0	0	0	0	0	0	0	0	1
Prupe.7G191400.v2.1	0	0	0	1	1	0	0	0	0	0	2	1
Prupe.7G191500.v2.1	315	701	708	362	587	664	298	590	499	250	783	783
Prupe.7G191600.v2.1	710	852	935	1194	1074	1273	689	660	622	679	791	761
Prupe.7G191700.v2.1	0	0	0	0	0	0	0	0	0	3	0	0
Prupe.7G191800.v2.1	0	0	0	1	0	0	0	0	0	0	3	0
Prupe.7G191900.v2.1	1	0	0	0	0	0	0	0	0	0	1	1
Prupe.7G192000.v2.1	1262	2079	2237	1980	2450	2598	1557	1941	1623	1444	2669	2266
Prupe.7G192100.v2.1	842	1503	1443	1284	1471	1856	834	1280	1203	499	1093	1271
Prupe.7G192200.v2.1	190	250	231	144	177	209	117	111	83	44	145	146
Prupe.7G192300.v2.1	2617	5912	4956	4644	8454	6860	2434	4806	3387	1954	3172	3265
Prupe.7G192400.v2.1	1	3	1	3	3	3	2	0	0	8	16	6
Prupe.7G192500.v2.1	673	1031	1690	2072	2362	2089	811	1729	2088	1170	2377	1738
Prupe.7G192600.v2.1	5	6	6	71	97	113	27	57	3	83	51	69
Prupe.7G192700.v2.1	0	5	7	1	2	5	3	6	5	3	1	4
Prupe.7G192800.v2.1	0	1	3	8	8	2	4	4	0	45	8	16
Prupe.7G192900.v2.1	23	46	44	78	84	83	29	56	32	31	92	98
Prupe.7G193000.v2.1	18	15	24	61	51	42	13	23	19	44	114	159
Prupe.7G193100.v2.1	30	69	67	43	50	62	42	50	44	17	27	27
Prupe.7G193200.v2.1	199	222	184	282	218	258	138	169	147	74	185	347
Prupe.7G193300.v2.1	0	0	0	2	1	0	1	0	0	8	2	0
Prupe.7G193400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G193500.v2.1	0	8	1	5	4	2	20	1	1	5	3	8
Prupe.7G193600.v2.1	56	83	52	91	103	160	73	73	25	212	149	206
Prupe.7G193700.v2.1	542	568	364	1070	1050	1292	131	169	75	264	593	757
Prupe.7G193800.v2.1	1692	2022	1862	1498	1587	1746	1688	1535	1286	670	924	900
Prupe.7G193900.v2.1	665	1198	1095	492	638	721	631	989	766	263	482	626
Prupe.7G194000.v2.1	102	182	195	99	205	223	86	199	182	55	185	207
Prupe.7G194100.v2.1	149	356	281	155	214	335	173	268	178	79	140	141
Prupe.7G194200.v2.1	1621	1728	1322	1053	1043	1253	980	1175	782	377	454	508
Prupe.7G194300.v2.1	468	1017	1033	669	872	1126	441	904	737	266	701	1183
Prupe.7G194400.v2.1	246	1226	1311	2762	3167	3063	749	1868	1763	953	1760	2122
Prupe.7G194500.v2.1	2	0	0	3	3	0	1	0	0	9	999	824
Prupe.7G194600.v2.1	1641	1748	1055	551	695	891	2285	1825	769	446	356	344
Prupe.7G194700.v2.1	1250	2326	2040	1465	1933	2294	1046	1406	1322	655	1492	1560
Prupe.7G194800.v2.1	4045	5843	10866	12318	12319	11581	6866	8179	13802	6199	16027	15497
Prupe.7G194900.v2.1	1	0	1	0	0	0	1	3	5	1	9	4
Prupe.7G195000.v2.1	351	662	734	424	535	654	394	609	638	272	770	929
Prupe.7G195100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G195200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G195300.v2.1	0	0	0	0	0	0	0	0	0	1	0	1
Prupe.7G195400.v2.1	0	0	0	0	0	0	0	0	0	0	3	0
Prupe.7G195500.v2.1	15	29	28	52	63	85	5	10	8	8	45	115
Prupe.7G195600.v2.1	2	3	2	4	0	0	1	0	1	0	1	1
Prupe.7G195700.v2.1	179	434	429	271	438	501	253	493	387	142	414	512
Prupe.7G195800.v2.1	141	251	209	128	187	226	121	215	130	89	147	202
Prupe.7G195900.v2.1	0	0	0	1	0	0	0	0	0	1	1	2
Prupe.7G196000.v2.1	6	13	7	4	0	5	8	7	9	4	23	18
Prupe.7G196100.v2.1	259	470	938	840	823	589	427	607	1296	193	1298	867
Prupe.7G196200.v2.1	334	672	1287	945	1068	973	472	692	1140	321	681	564
Prupe.7G196300.v2.1	695	1229	1174	884	1052	1145	683	933	748	579	881	1137
Prupe.7G196400.v2.1	81	222	207	138	169	212	96	161	100	17	91	119
Prupe.7G196500.v2.1	5	14	4	5	6	13	4	2	1	25	19	29
Prupe.7G196600.v2.1	78	121	61	26	45	45	52	87	38	30	42	52
Prupe.7G196700.v2.1	1507	2589	2198	2782	3471	3589	1417	2154	1536	4859	8710	7359
Prupe.7G196800.v2.1	382	1000	713	598	893	1196	384	878	536	366	701	844
Prupe.7G196900.v2.1	11	11	15	63	106	30	22	21	7	788	317	365
Prupe.7G197000.v2.1	41	89	62	86	110	137	41	62	26	13	47	31
Prupe.7G197100.v2.1	438	673	502	1744	1990	2448	418	851	693	380	2909	4310
Prupe.7G197200.v2.1	0	1	0	0	0	0	0	0	0	0	0	0
Prupe.7G197300.v2.1	0	0	0	1	1	0	0	0	1	0	0	0
Prupe.7G197400.v2.1	1	10	47	41	74	43	1	2	8	8	21	13
Prupe.7G197500.v2.1	1	0	1	4	1	7	0	0	0	0	2	1
Prupe.7G197600.v2.1	0	0	0	0	0	2	0	0	0	0	0	0
Prupe.7G197700.v2.1	0	0	1	1	1	0	2	0	0	0	0	0
Prupe.7G197800.v2.1	0	0	3	1	1	6	0	0	0	0	1	0
Prupe.7G197900.v2.1	36	44	74	26	40	44	13	2	2	3	16	46
Prupe.7G198000.v2.1	13	6	6	22	12	19	1	0	1	8	4	13
Prupe.7G198100.v2.1	0	1	3	29	31	23	0	0	0	20	1	2
Prupe.7G198200.v2.1	0	0	0	1	1	0	0	0	0	1	1	1
Prupe.7G198300.v2.1	14	18	16	13	26	28	1	0	0	4	13	16
Prupe.7G198400.v2.1	77	161	306	881	1082	807	242	217	337	1219	537	556
Prupe.7G198500.v2.1	3077	6677	6087	5498	7711	8986	3269	4639	4441	8175	14529	12300
Prupe.7G198600.v2.1	117	286	300	157	186	254	120	191	179	39	87	110
Prupe.7G198700.v2.1	73	165	106	86	104	159	65	112	74	43	81	91
Prupe.7G198800.v2.1	463	542	523	492	511	595	348	469	319	234	258	216
Prupe.7G198900.v2.1	0	1	0	2	1	0	0	1	0	0	0	0
Prupe.7G199000.v2.1	277	397	198	214	312	450	216	292	138	292	425	449
Prupe.7G199100.v2.1	3	5	3	1	2	8	1	3	3	4	7	6
Prupe.7G199200.v2.1	116	268	265	157	244	310	149	274	208	90	248	284
Prupe.7G199300.v2.1	85	96	65	108	113	157	57	49	54	30	144	233
Prupe.7G199400.v2.1	431	674	529	653	751	835	521	446	381	419	596	529
Prupe.7G199500.v2.1	415	801	1040	1390	1530	1550	355	621	774	583	1384	1158
Prupe.7G199600.v2.1	192	435	369	329	334	456	177	339	298	138	905	636
Prupe.7G199700.v2.1	13	0	1	1	3	0	2	1	1	5	1	3
Prupe.7G199800.v2.1	1235	2454	3661	5189	5323	4897	1993	3172	5164	1951	6272	5065
Prupe.7G199900.v2.1	589	1222	2158	3358	3854	3422	975	1686	2969	1797	5165	4411
Prupe.7G200000.v2.1	8	4	12	31	30	19	7	7	10	19	23	21
Prupe.7G200100.v2.1	15	38	36	55	88	135	34	115	46	9	65	311
Prupe.7G200200.v2.1	21	8	10	35	28	44	4	29	11	14	19	44
Prupe.7G200300.v2.1	9	47	30	89	106	210	53	117	59	24	68	274
Prupe.7G200400.v2.1	1	2	2	1	0	2	1	2	4	0	3	2
Prupe.7G200500.v2.1	0	0	1	2	2	0	0	0	1	1	2	1
Prupe.7G200600.v2.1	0	1	8	4	3	2	0	1	2	6	5	4
Prupe.7G200700.v2.1	17	11	76	25	18	5	14	5	31	17	52	28
Prupe.7G200800.v2.1	945	2662	7994	5324	7251	5998	1552	2550	6050	1133	9558	8657
Prupe.7G200900.v2.1	573	1128	1486	1037	1335	1483	721	1073	1151	898	1963	1641
Prupe.7G201000.v2.1	802	766	715	180	238	278	369	341	178	68	89	133
Prupe.7G201100.v2.1	1643	1977	1758	1330	1263	1555	1590	1551	1363	771	935	1044
Prupe.7G201200.v2.1	270	464	414	260	300	386	228	289	315	113	233	287
Prupe.7G201300.v2.1	57	82	89	42	59	92	35	39	30	2	61	58
Prupe.7G201400.v2.1	1	0	1	0	0	1	0	0	0	0	0	2
Prupe.7G201500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G201600.v2.1	61	75	47	228	222	262	85	107	40	82	76	95
Prupe.7G201700.v2.1	5	5	2	49	25	50	11	13	11	9	24	49
Prupe.7G201800.v2.1	0	0	0	2	1	2	2	1	0	1	1	6
Prupe.7G201900.v2.1	1	1	0	0	0	0	1	0	0	0	1	0
Prupe.7G202000.v2.1	557	554	609	1157	995	942	348	333	357	683	1124	1638
Prupe.7G202100.v2.1	2	1	3	0	0	0	1	1	1	0	0	1
Prupe.7G202200.v2.1	102	255	212	159	287	319	122	260	154	120	183	252
Prupe.7G202300.v2.1	693	1432	1344	1060	1388	1708	885	1192	991	416	757	983
Prupe.7G202400.v2.1	26	38	44	48	53	78	21	13	10	12	12	11
Prupe.7G202500.v2.1	206	256	242	140	164	196	248	247	181	117	124	150
Prupe.7G202600.v2.1	284	497	396	502	763	1007	254	593	319	308	1142	1603
Prupe.7G202700.v2.1	86	156	161	130	164	211	129	256	192	114	224	206
Prupe.7G202800.v2.1	3	0	0	0	0	0	0	0	0	1	0	2
Prupe.7G202900.v2.1	0	0	0	0	0	0	0	3	0	0	0	1
Prupe.7G203000.v2.1	4	11	7	3	5	2	13	4	6	19	24	21
Prupe.7G203100.v2.1	1516	2587	2903	4245	3451	3196	2085	2862	3625	2641	4453	4308
Prupe.7G203200.v2.1	15	33	28	16	26	36	29	11	4	7	5	10
Prupe.7G203300.v2.1	386	355	293	242	207	328	258	279	192	50	177	240
Prupe.7G203400.v2.1	343	486	531	484	524	696	296	496	409	304	496	490
Prupe.7G203500.v2.1	425	611	604	832	948	926	612	659	583	646	583	409
Prupe.7G203600.v2.1	227	555	490	316	395	519	288	468	353	127	393	402
Prupe.7G203700.v2.1	1021	1800	1871	1795	2087	2756	918	1343	1393	804	2265	2160
Prupe.7G203800.v2.1	149	357	463	511	600	584	343	491	503	320	803	725
Prupe.7G203900.v2.1	496	842	851	683	829	1114	440	627	451	354	737	575
Prupe.7G204000.v2.1	203	501	565	212	378	402	253	420	359	117	350	388
Prupe.7G204100.v2.1	970	1541	1583	1579	1908	1885	1133	1609	1244	1083	1911	1712
Prupe.7G204200.v2.1	78	63	68	95	81	63	44	81	27	253	141	131
Prupe.7G204300.v2.1	169	328	268	246	294	338	178	201	196	89	133	154
Prupe.7G204400.v2.1	258	406	330	293	391	406	290	362	313	500	485	584
Prupe.7G204500.v2.1	178	469	375	207	254	371	161	352	345	227	568	432
Prupe.7G204600.v2.1	46	45	33	30	32	34	21	24	25	28	20	19
Prupe.7G204700.v2.1	485	1046	1429	1166	1328	1363	641	1100	1515	384	1075	1083
Prupe.7G204800.v2.1	80	183	447	443	523	487	59	79	139	921	3839	2411
Prupe.7G204900.v2.1	631	1056	1071	843	1163	1237	660	924	798	547	1069	969
Prupe.7G205000.v2.1	144	331	275	107	131	204	150	180	118	46	116	97
Prupe.7G205100.v2.1	41	63	61	46	35	50	54	46	28	20	26	20
Prupe.7G205200.v2.1	1897	10398	8232	18534	21693	22966	6283	14678	15073	8438	21283	21946
Prupe.7G205300.v2.1	68	150	195	228	318	339	98	200	256	115	368	426
Prupe.7G205400.v2.1	290	391	450	311	404	430	323	392	342	310	440	429
Prupe.7G205500.v2.1	5	5	2	9	23	18	1	2	3	12	5	12
Prupe.7G205600.v2.1	230	371	301	188	197	259	228	276	231	39	627	635
Prupe.7G205700.v2.1	144	241	186	116	162	167	117	182	123	92	125	129
Prupe.7G205800.v2.1	507	1079	1060	655	945	1112	460	771	723	313	837	992
Prupe.7G205900.v2.1	198	374	268	196	268	373	254	376	255	146	242	278
Prupe.7G206000.v2.1	1475	2931	3036	2142	3053	3442	1725	2677	2313	804	2152	2377
Prupe.7G206100.v2.1	353	722	857	316	418	385	409	655	660	75	253	263
Prupe.7G206200.v2.1	15	29	24	12	21	24	22	48	29	4	14	15
Prupe.7G206300.v2.1	31	56	39	36	57	65	30	62	33	17	52	76
Prupe.7G206400.v2.1	1574	2364	2332	1358	1735	1986	1699	2722	2313	759	1796	2166
Prupe.7G206500.v2.1	95	141	118	78	84	74	121	251	201	13	13	41
Prupe.7G206600.v2.1	113	439	471	1825	1844	2084	544	813	1158	808	1953	1842
Prupe.7G206700.v2.1	162	283	448	905	700	633	134	133	235	322	814	658
Prupe.7G206800.v2.1	118	153	158	126	170	198	90	146	120	94	146	179
Prupe.7G206900.v2.1	196	242	173	32	46	66	127	214	107	14	31	32
Prupe.7G207000.v2.1	112	232	313	210	239	285	89	372	166	16	57	66
Prupe.7G207100.v2.1	383	496	549	384	412	478	370	414	333	200	247	239
Prupe.7G207200.v2.1	278	617	569	369	529	651	323	587	522	108	361	512
Prupe.7G207300.v2.1	5040	5310	5195	4975	4484	5524	4109	3651	3345	2378	2438	2620
Prupe.7G207400.v2.1	281	472	374	215	288	339	281	297	222	62	139	134
Prupe.7G207500.v2.1	4	15	24	50	36	21	29	1	30	32	43	32
Prupe.7G207600.v2.1	519	817	772	599	670	890	437	451	366	148	228	249
Prupe.7G207700.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G207800.v2.1	0	0	1	0	0	2	2	0	0	3	3	7
Prupe.7G207900.v2.1	0	0	0	0	0	0	1	0	0	0	0	1
Prupe.7G208000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G208100.v2.1	1	2	3	3	2	0	1	3	4	0	7	6
Prupe.7G208200.v2.1	198	364	330	341	386	501	139	272	162	124	204	371
Prupe.7G208300.v2.1	347	509	415	375	379	471	397	431	312	224	228	295
Prupe.7G208400.v2.1	50	61	83	36	56	66	44	36	35	8	28	21
Prupe.7G208500.v2.1	0	0	0	0	0	2	0	2	0	0	0	0
Prupe.7G208600.v2.1	664	988	1075	698	699	860	592	776	714	313	532	659
Prupe.7G208700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G208800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G208900.v2.1	0	0	0	1	0	0	1	0	0	0	0	0
Prupe.7G209000.v2.1	0	0	0	0	0	0	2	0	0	0	0	0
Prupe.7G209100.v2.1	77	86	189	293	324	195	187	95	123	723	513	750
Prupe.7G209200.v2.1	251	594	550	462	591	712	263	404	278	174	354	432
Prupe.7G209300.v2.1	1071	1237	963	1144	1194	1399	731	951	658	653	954	1195
Prupe.7G209400.v2.1	406	1022	944	734	930	1074	514	749	671	228	712	959
Prupe.7G209500.v2.1	2	4	3	2	0	2	3	0	0	0	3	1
Prupe.7G209600.v2.1	1438	2307	2236	1985	2158	2591	1301	1635	1379	728	1222	1424
Prupe.7G209700.v2.1	41	80	50	85	117	112	37	76	33	16	31	41
Prupe.7G209800.v2.1	117	189	134	138	175	273	116	253	81	20	92	133
Prupe.7G209900.v2.1	97	164	147	121	116	131	71	91	54	146	73	106
Prupe.7G210000.v2.1	108	215	167	571	634	566	188	146	120	5901	5121	6270
Prupe.7G210100.v2.1	74	37	23	55	35	43	28	27	17	139	50	101
Prupe.7G210200.v2.1	22	22	27	28	25	33	21	26	13	13	13	15
Prupe.7G210300.v2.1	14	30	15	42	35	46	18	30	18	37	58	73
Prupe.7G210400.v2.1	0	3	1	2	5	3	3	6	0	41	48	27
Prupe.7G210500.v2.1	5	4	1	1	3	4	2	1	2	6	5	6
Prupe.7G210600.v2.1	73	94	75	516	643	883	227	198	97	476	648	373
Prupe.7G210700.v2.1	1	0	0	0	1	0	0	0	0	6	5	2
Prupe.7G210800.v2.1	0	2	0	3	7	3	13	3	2	125	84	62
Prupe.7G210900.v2.1	6	5	7	12	10	13	3	15	14	3	51	60
Prupe.7G211000.v2.1	597	1092	1055	589	803	981	599	725	611	193	328	389
Prupe.7G211100.v2.1	353	612	583	430	488	612	335	411	309	157	328	373
Prupe.7G211200.v2.1	714	961	846	632	695	856	751	947	668	573	668	700
Prupe.7G211300.v2.1	209	224	315	232	233	293	215	218	238	143	252	319
Prupe.7G211400.v2.1	124	211	191	174	193	258	143	194	134	77	181	210
Prupe.7G211500.v2.1	35	3	3	0	5	7	9	4	3	10	4	14
Prupe.7G211600.v2.1	150	190	192	265	292	264	137	114	141	386	546	660
Prupe.7G211700.v2.1	110	215	191	239	285	342	131	178	149	135	259	277
Prupe.7G211800.v2.1	71	204	189	662	928	980	266	508	735	555	1798	2104
Prupe.7G211900.v2.1	7	44	81	109	209	199	27	102	153	70	260	260
Prupe.7G212000.v2.1	32	80	76	212	160	106	48	39	108	105	96	91
Prupe.7G212100.v2.1	190	408	366	273	359	403	227	398	268	109	410	414
Prupe.7G212200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G212300.v2.1	20	36	16	108	111	106	37	24	22	102	171	156
Prupe.7G212400.v2.1	52	68	77	70	76	104	63	86	73	24	41	59
Prupe.7G212500.v2.1	138	243	245	220	275	278	123	279	184	193	183	210
Prupe.7G212600.v2.1	442	716	604	447	569	642	496	612	465	374	415	419
Prupe.7G212700.v2.1	1013	1538	924	1036	1026	1206	988	1065	782	747	868	936
Prupe.7G212800.v2.1	178	210	149	131	112	167	117	158	107	88	80	94
Prupe.7G212900.v2.1	86	159	114	68	72	90	116	121	79	91	116	152
Prupe.7G213000.v2.1	60	95	118	107	118	132	69	77	82	70	120	131
Prupe.7G213100.v2.1	207	399	293	254	321	379	221	280	255	136	426	453
Prupe.7G213200.v2.1	12	24	33	26	39	32	8	17	10	2	14	27
Prupe.7G213300.v2.1	151	258	274	165	223	266	140	168	135	37	80	98
Prupe.7G213400.v2.1	339	507	528	309	377	446	264	300	234	71	143	199
Prupe.7G213500.v2.1	191	253	202	261	278	309	248	259	225	300	226	375
Prupe.7G213600.v2.1	798	1708	1811	871	1178	1402	922	1494	1570	278	654	799
Prupe.7G213700.v2.1	508	1171	1114	944	1214	1434	503	915	794	434	961	944
Prupe.7G213800.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G213900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.7G214000.v2.1	948	2046	1950	1348	1857	2273	1210	1789	1776	555	1692	2178
Prupe.7G214100.v2.1	27	65	98	105	108	119	62	76	80	72	136	232
Prupe.7G214200.v2.1	475	781	1212	3163	3123	3105	778	1251	1980	2587	4570	3186
Prupe.7G214300.v2.1	911	1146	848	609	489	671	920	387	427	378	7675	8772
Prupe.7G214400.v2.1	97	245	193	187	286	317	63	45	35	19	31	14
Prupe.7G214500.v2.1	250	482	441	218	298	334	529	782	575	238	373	444
Prupe.7G214600.v2.1	2560	3584	2952	2985	3171	4127	2103	2468	2383	1375	1910	2709
Prupe.7G214700.v2.1	737	1355	1323	824	1056	1384	676	905	683	313	525	517
Prupe.7G214800.v2.1	459	608	511	404	377	483	391	487	362	315	373	397
